,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top
170,reg,2018112506,PHI,NYG,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112506/2018112506_gtd.json,25,22,1,0,19,18,341,402,214,276,127,126,7,11,46,91,0,1,4,3,201,133,39,43,32:38,27:22
171,reg,2018112508,LAC,ARI,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112508/2018112508_gtd.json,45,10,1,0,30,10,414,149,236,87,178,62,4,3,30,35,1,1,2,5,105,246,40,40,35:18,24:42
172,reg,2018112504,IND,MIA,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112504/2018112504_gtd.json,27,24,1,0,26,14,455,314,337,201,118,113,7,10,52,75,3,1,3,6,103,285,34,45,31:54,28:06
173,reg,2018112509,DEN,PIT,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112509/2018112509_gtd.json,24,17,1,0,17,25,308,527,184,452,124,75,6,5,50,34,0,4,6,3,282,133,46,42,25:00,35:00
174,reg,2018112510,MIN,GB,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112510/2018112510_gtd.json,24,17,1,0,22,14,416,254,325,172,91,82,6,4,55,20,0,1,4,6,183,276,37,39,34:37,25:23
175,reg,2018112600,HOU,TEN,12,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112600/2018112600_gtd.json,34,17,1,0,19,14,462,365,181,260,281,105,3,7,53,50,0,1,5,6,224,298,37,44,29:58,30:02
176,reg,2018112900,DAL,NO,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018112900/2018112900_gtd.json,13,10,1,0,21,14,308,176,209,111,99,65,8,5,80,48,2,1,3,4,153,206,45,45,36:53,23:07
177,reg,2018120200,ATL,BAL,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120200/2018120200_gtd.json,16,26,0,1,16,25,131,366,97,159,34,207,8,9,82,88,1,1,5,3,252,142,46,35,20:21,39:39
178,reg,2018120209,TB,CAR,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120209/2018120209_gtd.json,24,17,1,0,18,27,315,444,220,276,95,168,9,7,69,104,1,4,6,2,267,113,40,47,29:54,30:06
179,reg,2018120207,NYG,CHI,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120207/2018120207_gtd.json,30,27,1,0,18,23,338,376,197,258,141,118,12,8,107,58,1,3,7,6,311,303,42,45,33:13,33:58
180,reg,2018120206,MIA,BUF,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120206/2018120206_gtd.json,21,17,1,0,15,24,175,415,115,217,60,198,8,13,89,120,1,3,7,4,320,183,46,44,27:03,32:57
181,reg,2018120205,JAX,IND,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120205/2018120205_gtd.json,6,0,1,0,11,19,211,265,132,224,79,41,8,6,74,65,1,2,7,6,329,298,45,42,29:33,30:27
182,reg,2018120204,HOU,CLE,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120204/2018120204_gtd.json,29,13,1,0,25,20,384,428,197,397,187,31,5,6,77,45,0,4,3,2,114,91,38,36,37:35,22:25
183,reg,2018120201,CIN,DEN,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120201/2018120201_gtd.json,10,24,0,1,20,16,313,361,202,143,111,218,12,7,100,60,3,1,7,6,303,260,40,43,31:20,28:40
184,reg,2018120202,DET,LA,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120202/2018120202_gtd.json,16,30,0,1,23,24,310,344,208,195,102,149,8,7,54,105,2,2,6,3,286,151,45,44,31:44,28:16
185,reg,2018120203,GB,ARI,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120203/2018120203_gtd.json,17,20,0,1,22,18,325,315,227,133,98,182,7,7,43,49,0,0,7,6,339,269,41,41,32:26,27:34
186,reg,2018120210,OAK,KC,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120210/2018120210_gtd.json,33,40,0,1,28,25,442,469,271,295,171,174,8,11,74,94,3,1,2,3,61,123,31,41,30:46,29:14
187,reg,2018120211,TEN,NYJ,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120211/2018120211_gtd.json,26,22,1,0,22,15,403,280,273,124,130,156,8,11,75,96,1,1,7,6,266,267,30,38,26:38,33:22
188,reg,2018120213,SEA,SF,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120213/2018120213_gtd.json,43,16,1,0,21,24,331,452,163,386,168,66,10,13,100,128,0,3,4,5,199,202,47,41,27:30,32:30
189,reg,2018120212,NE,MIN,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120212/2018120212_gtd.json,24,10,1,0,27,16,471,278,311,183,160,95,7,5,60,55,1,2,4,5,166,228,36,40,33:21,26:39
190,reg,2018120208,PIT,LAC,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120208/2018120208_gtd.json,30,33,0,1,23,22,336,371,271,286,65,85,7,5,59,80,1,0,4,4,204,145,33,34,28:48,31:12
191,reg,2018120300,PHI,WAS,13,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120300/2018120300_gtd.json,28,13,1,0,28,10,436,235,306,131,130,104,5,10,38,69,1,1,2,6,93,290,46,45,39:19,20:41
192,reg,2018120600,TEN,JAX,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120600/2018120600_gtd.json,30,9,1,0,21,17,426,255,162,195,264,60,3,7,30,67,1,1,2,5,118,250,59,48,29:20,30:40
193,reg,2018120900,BUF,NYJ,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120900/2018120900_gtd.json,23,27,0,1,24,15,368,248,192,170,176,78,7,7,47,93,3,2,1,3,40,120,40,39,33:47,26:13
194,reg,2018120908,WAS,NYG,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120908/2018120908_gtd.json,16,40,0,1,12,19,288,402,204,175,84,227,15,2,135,18,3,1,8,6,409,258,45,43,29:51,30:09
195,reg,2018120907,TB,NO,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120907/2018120907_gtd.json,14,28,0,1,20,19,279,298,174,198,105,100,10,6,84,51,1,2,6,3,225,155,28,42,28:07,31:53
196,reg,2018120906,MIA,NE,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120906/2018120906_gtd.json,34,33,1,0,20,28,412,421,223,344,189,77,7,5,81,30,0,0,6,3,170,142,23,42,24:46,35:14
197,reg,2018120905,KC,BAL,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120905/2018120905_gtd.json,27,24,1,0,30,24,442,321,348,127,94,194,7,11,53,112,1,1,3,3,111,158,19,48,37:00,31:27
198,reg,2018120904,HOU,IND,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120904/2018120904_gtd.json,21,24,0,1,25,24,315,436,226,386,89,50,7,9,35,59,0,1,8,6,362,278,39,37,31:57,28:03
199,reg,2018120903,GB,ATL,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120903/2018120903_gtd.json,34,20,1,0,23,22,300,344,162,237,138,107,6,13,37,101,0,2,4,4,169,200,39,50,29:11,30:49
200,reg,2018120902,CLE,CAR,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120902/2018120902_gtd.json,26,20,1,0,12,22,348,393,232,297,116,96,7,10,52,68,2,1,3,4,143,158,46,35,26:10,33:50
201,reg,2018120910,SF,DEN,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120910/2018120910_gtd.json,20,14,1,0,24,22,389,274,305,171,84,103,11,11,87,62,1,0,5,6,210,287,34,40,30:41,29:19
202,reg,2018120909,LAC,CIN,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120909/2018120909_gtd.json,26,21,1,0,17,19,288,295,203,151,85,144,6,6,38,34,0,0,4,3,173,132,38,44,27:22,32:38
203,reg,2018120911,ARI,DET,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120911/2018120911_gtd.json,3,17,0,1,22,16,279,218,218,96,61,122,8,7,83,68,1,1,6,7,299,317,45,42,31:44,28:16
204,reg,2018120913,OAK,PIT,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120913/2018120913_gtd.json,24,21,1,0,20,24,354,340,299,300,55,40,13,2,130,14,1,1,4,3,194,116,42,39,32:36,27:24
205,reg,2018120912,DAL,PHI,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120912/2018120912_gtd.json,29,23,1,0,32,16,576,256,434,222,142,34,11,5,110,49,3,1,2,6,102,276,47,44,45:33,22:32
206,reg,2018120901,CHI,LA,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018120901/2018120901_gtd.json,15,6,1,0,17,14,294,214,100,162,194,52,6,9,45,57,3,4,5,3,229,146,42,41,36:49,23:11
207,reg,2018121000,SEA,MIN,14,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121000/2018121000_gtd.json,21,7,1,0,19,16,274,276,60,199,214,77,4,4,45,51,1,1,5,5,220,213,44,39,31:49,28:11
208,reg,2018121300,KC,LAC,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121300/2018121300_gtd.json,28,29,0,1,22,30,294,407,234,288,60,119,10,7,66,50,0,2,4,2,203,83,46,32,26:44,33:16
209,reg,2018121500,NYJ,HOU,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121500/2018121500_gtd.json,22,29,0,1,21,15,318,286,228,239,90,47,9,5,60,43,1,0,4,3,197,137,45,38,35:04,24:56
210,reg,2018121501,DEN,CLE,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121501/2018121501_gtd.json,16,17,0,1,22,21,270,309,238,175,32,134,8,6,51,75,2,2,3,4,124,194,38,49,32:42,27:18
211,reg,2018121603,CHI,GB,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121603/2018121603_gtd.json,24,17,1,0,19,19,332,323,232,235,100,88,4,7,24,48,1,1,4,5,177,208,44,31,30:23,29:37
212,reg,2018121602,BUF,DET,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121602/2018121602_gtd.json,14,13,1,0,20,14,312,313,195,208,117,105,3,4,20,81,0,0,6,7,245,317,36,41,31:06,28:54
213,reg,2018121601,BAL,TB,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121601/2018121601_gtd.json,20,12,1,0,24,12,370,241,128,156,242,85,8,6,70,58,2,1,3,4,127,163,38,36,37:10,22:50
214,reg,2018121600,ATL,ARI,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121600/2018121600_gtd.json,40,14,1,0,23,18,435,253,220,193,215,60,6,8,50,75,0,3,6,7,266,336,39,47,30:40,29:20
215,reg,2018121604,CIN,OAK,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121604/2018121604_gtd.json,30,16,1,0,18,13,294,297,123,229,171,68,9,8,85,90,1,2,5,6,216,229,39,38,33:19,26:41
216,reg,2018121608,NYG,TEN,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121608/2018121608_gtd.json,0,17,0,1,15,22,260,301,213,86,47,215,10,4,58,35,2,0,6,5,237,220,38,44,24:39,35:21
217,reg,2018121607,MIN,MIA,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121607/2018121607_gtd.json,41,17,1,0,22,12,418,193,198,37,220,156,6,8,45,49,1,0,3,7,127,351,40,31,33:16,26:44
218,reg,2018121606,JAX,WAS,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121606/2018121606_gtd.json,13,16,0,1,11,16,192,245,20,136,172,109,8,6,55,48,2,0,5,6,262,279,50,33,26:54,33:06
219,reg,2018121605,IND,DAL,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121605/2018121605_gtd.json,23,0,1,0,25,19,370,292,192,180,178,112,6,9,55,74,1,1,1,2,52,81,50,41,31:48,28:12
220,reg,2018121609,SF,SEA,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121609/2018121609_gtd.json,26,23,1,0,20,18,351,385,257,217,94,168,8,14,66,148,1,0,4,8,192,426,41,45,29:40,37:14
221,reg,2018121610,PIT,NE,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121610/2018121610_gtd.json,17,10,1,0,24,18,376,368,218,272,158,96,4,14,40,106,2,1,2,5,78,216,39,43,30:49,29:11
222,reg,2018121611,LA,PHI,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121611/2018121611_gtd.json,23,30,0,1,23,17,407,381,325,270,82,111,5,6,50,49,3,1,3,3,169,155,52,52,28:24,31:36
223,reg,2018121700,CAR,NO,15,2018,POST,http://www.nfl.com/liveupdate/game-center/2018121700/2018121700_gtd.json,9,12,0,1,13,21,247,346,149,191,98,155,4,9,48,80,2,2,6,4,239,168,38,42,24:51,35:09
224,reg,2018122200,TEN,WAS,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122200/2018122200_gtd.json,25,16,1,0,20,17,291,292,192,131,99,161,2,8,10,49,0,2,4,2,169,107,42,46,26:57,33:03
225,reg,2018122201,LAC,BAL,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122201/2018122201_gtd.json,10,22,0,1,14,15,198,361,147,202,51,159,8,4,69,40,3,1,7,3,291,150,39,39,28:35,31:25
226,reg,2018122305,CLE,CIN,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122305/2018122305_gtd.json,26,18,1,0,23,15,493,209,347,107,146,102,6,3,57,15,0,0,3,5,88,219,22,37,35:31,24:29
227,reg,2018122306,DAL,TB,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122306/2018122306_gtd.json,27,20,1,0,16,27,232,383,152,320,80,63,10,9,67,72,0,2,4,2,166,102,42,45,24:41,35:19
228,reg,2018122307,DET,MIN,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122307/2018122307_gtd.json,9,27,0,1,17,16,223,340,137,240,86,100,7,11,55,78,0,0,6,6,249,288,40,45,31:28,28:32
229,reg,2018122308,NE,BUF,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122308/2018122308_gtd.json,24,12,1,0,20,14,390,289,117,217,273,72,5,3,49,29,3,3,6,6,259,230,41,32,35:38,24:22
230,reg,2018122309,NYJ,GB,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122309/2018122309_gtd.json,38,44,0,1,23,35,370,540,323,413,47,127,16,10,172,86,0,1,4,3,176,113,44,34,29:18,34:19
231,reg,2018122310,PHI,HOU,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122310/2018122310_gtd.json,32,30,1,0,25,25,519,371,462,309,57,62,11,10,105,61,3,1,2,4,96,161,34,38,33:45,26:15
232,reg,2018122304,CAR,ATL,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122304/2018122304_gtd.json,10,24,0,1,29,16,436,427,295,233,141,194,10,4,86,41,4,2,3,5,128,235,40,44,37:29,22:31
233,reg,2018122300,IND,NYG,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122300/2018122300_gtd.json,28,27,1,0,27,22,402,392,353,309,49,83,6,6,29,24,1,1,4,3,186,145,47,47,28:19,31:41
234,reg,2018122302,MIA,JAX,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122302/2018122302_gtd.json,7,17,0,1,11,19,183,244,121,118,62,126,10,10,95,97,2,1,6,5,278,188,39,35,25:15,34:45
235,reg,2018122311,ARI,LA,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122311/2018122311_gtd.json,9,31,0,1,15,33,263,461,159,192,104,269,7,6,54,66,0,1,5,2,246,103,44,51,22:56,37:04
236,reg,2018122312,SF,CHI,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122312/2018122312_gtd.json,9,14,0,1,15,20,279,325,232,235,47,90,6,4,45,30,1,2,4,3,181,119,45,33,24:30,35:30
237,reg,2018122313,NO,PIT,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122313/2018122313_gtd.json,31,28,1,0,24,26,370,429,313,364,57,65,9,6,91,79,1,2,3,2,141,98,47,39,28:40,31:20
238,reg,2018122314,SEA,KC,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122314/2018122314_gtd.json,38,31,1,0,31,22,464,419,254,265,210,154,3,8,20,76,0,2,3,3,104,144,35,44,35:02,24:58
239,reg,2018122400,OAK,DEN,16,2018,POST,http://www.nfl.com/liveupdate/game-center/2018122400/2018122400_gtd.json,27,14,1,0,16,19,273,300,159,200,114,100,6,11,50,91,0,2,5,6,225,306,45,23,30:08,29:52
240,reg,2018123001,BUF,MIA,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123001/2018123001_gtd.json,42,17,1,0,23,17,381,225,215,126,166,99,3,4,24,35,1,4,3,5,111,175,34,33,30:18,29:42
241,reg,2018123010,TB,ATL,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123010/2018123010_gtd.json,32,34,0,1,22,27,433,489,341,380,92,109,3,9,30,85,1,1,4,5,202,245,44,43,25:14,34:46
242,reg,2018123008,NYG,DAL,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123008/2018123008_gtd.json,35,36,0,1,20,23,441,419,298,368,143,51,11,6,78,46,2,1,2,3,94,116,47,32,29:08,30:52
243,reg,2018123007,NO,CAR,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123007/2018123007_gtd.json,14,33,0,1,17,25,294,374,110,263,184,111,6,2,94,10,1,0,5,3,210,164,42,49,26:34,33:26
244,reg,2018123006,NE,NYJ,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123006/2018123006_gtd.json,38,3,1,0,24,12,375,239,244,135,131,104,4,4,30,30,0,3,4,5,159,237,40,42,32:13,27:47
245,reg,2018123003,HOU,JAX,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123003/2018123003_gtd.json,20,3,1,0,23,6,342,119,208,89,134,30,2,8,15,68,1,2,7,9,295,449,40,44,35:07,24:53
246,reg,2018123002,GB,DET,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123002/2018123002_gtd.json,0,31,0,1,9,25,175,402,129,272,46,130,5,3,38,34,1,0,7,4,317,161,39,40,23:06,36:54
247,reg,2018123012,WAS,PHI,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123012/2018123012_gtd.json,0,24,0,1,8,25,89,360,68,231,21,129,2,5,15,25,1,1,5,3,224,123,44,34,16:41,43:19
248,reg,2018123013,DEN,LAC,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123013/2018123013_gtd.json,9,23,0,1,19,17,370,276,288,160,82,116,11,6,99,51,4,4,6,5,252,234,35,38,31:48,28:12
249,reg,2018123004,KC,OAK,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123004/2018123004_gtd.json,35,3,1,0,18,20,409,292,310,165,99,127,4,4,50,22,1,4,1,4,28,182,28,40,26:04,33:56
250,reg,2018123005,MIN,CHI,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123005/2018123005_gtd.json,10,24,0,1,12,17,164,332,101,163,63,169,3,11,30,102,0,0,5,4,257,175,52,43,22:52,37:08
251,reg,2018123000,BAL,CLE,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123000/2018123000_gtd.json,26,24,1,0,24,18,463,426,167,376,296,50,10,4,65,35,1,3,4,4,196,180,38,40,38:30,21:30
252,reg,2018123014,LA,SF,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123014/2018123014_gtd.json,48,32,1,0,28,22,377,391,222,264,155,127,6,5,57,41,0,4,3,2,130,99,43,44,31:50,28:10
253,reg,2018123009,PIT,CIN,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123009/2018123009_gtd.json,16,13,1,0,18,9,343,196,278,71,65,125,9,9,70,85,1,0,5,6,189,278,38,43,34:22,25:38
254,reg,2018123015,SEA,ARI,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123015/2018123015_gtd.json,27,24,1,0,16,12,291,198,109,113,182,85,1,3,10,20,1,2,8,5,330,247,27,45,29:09,30:51
255,reg,2018123011,TEN,IND,17,2018,POST,http://www.nfl.com/liveupdate/game-center/2018123011/2018123011_gtd.json,17,33,0,1,11,24,258,436,165,278,93,158,9,12,75,96,3,2,6,4,272,191,45,45,19:47,40:13
